user_id,pet_ownership_label,dry_food_purchases,wet_food_purchases,treats_purchases
user_102,1,0.0,0.0,0.0
user_103,0,0.0,0.0,1.0
user_104,1,1.0,0.0,0.0
user_105,1,0.0,0.0,0.0
user_106,1,1.0,0.0,0.0
user_107,1,2.2,1.6,1.0
user_108,0,0.0,0.0,0.0
user_109,0,0.0,0.0,0.0
user_110,1,2.3,2.5,1.0
user_111,0,0.0,0.0,0.0
user_112,1,0.0,0.0,0.0
user_113,1,1.0,0.0,1.0
user_114,1,1.0,1.5,1.4
user_115,1,1.2,0.0,1.0
user_116,0,1.0,1.0,1.0
user_117,1,1.2,1.0,0.0
user_118,1,1.0,0.0,1.0
user_119,1,1.0,3.7,1.0
user_120,0,0.0,0.0,0.0
user_121,0,0.0,0.0,0.0
user_122,0,0.0,0.0,1.0
user_123,1,1.0,0.0,1.6
user_124,0,0.0,0.0,1.0
user_125,1,2.0,2.8,1.0
user_126,1,1.1,0.0,1.0
user_127,0,0.0,0.0,0.0
user_128,1,0.0,0.0,1.0
user_129,1,1.0,0.0,1.0
user_130,0,1.0,0.0,1.0
user_131,0,0.0,0.0,0.0
user_132,1,2.0,1.0,1.0
user_133,1,1.0,0.0,1.0
user_134,1,0.0,0.0,1.3
user_135,1,2.1,0.0,1.0
user_136,0,1.0,0.0,1.3
user_137,1,1.3,0.0,0.0
user_138,0,0.0,0.0,0.0
user_139,0,0.0,0.0,0.0
user_140,1,1.3,0.0,1.0
user_141,1,1.0,0.0,1.6
user_142,0,0.0,0.0,1.0
user_143,0,0.0,0.0,0.0
user_144,1,0.0,1.0,0.0
user_145,1,0.0,1.0,0.0
user_146,1,0.0,0.0,1.0
user_147,0,2.0,0.0,0.0
user_148,1,1.5,1.0,1.9
user_149,0,0.0,0.0,0.0
user_150,0,0.0,0.0,0.0
user_151,1,1.0,0.0,1.0
user_152,1,0.0,0.0,0.0
user_153,0,0.0,0.0,0.0
user_154,1,1.0,1.0,1.0
user_155,1,1.0,1.4,1.5
user_156,0,1.0,1.0,1.0
user_157,0,0.0,1.0,1.0
user_158,1,0.0,0.0,0.0
user_159,1,1.5,3.5,1.4
user_160,1,1.0,0.0,1.0
user_161,0,0.0,0.0,1.0
user_162,1,1.0,1.6,1.0
user_163,1,1.0,0.0,1.2
user_164,0,0.0,0.0,0.0
user_165,1,1.0,1.0,1.7
user_166,0,0.0,0.0,0.0
user_167,0,1.2,0.0,1.0
user_168,1,0.0,0.0,0.0
user_169,1,1.0,1.0,0.0
user_170,0,1.0,1.5,1.3
user_171,0,0.0,0.0,0.0
user_172,1,0.0,2.0,1.0
user_173,1,1.4,0.0,1.5
user_174,1,1.5,0.0,0.0
user_175,0,0.0,0.0,0.0
user_176,1,0.0,1.0,1.5
user_177,1,1.0,1.0,0.0
user_178,0,1.0,1.0,1.0
user_179,1,1.0,0.0,0.0
user_180,1,1.5,2.8,1.9
user_181,0,0.0,0.0,0.0
user_182,1,0.0,0.0,1.0
user_183,0,0.0,0.0,0.0
user_184,1,0.0,1.8,1.3
user_185,0,0.0,0.0,1.0
user_186,0,0.0,2.0,0.0
user_187,0,0.0,0.0,1.2
user_188,0,1.0,0.0,1.0
user_189,1,1.0,0.0,1.2
user_190,1,0.0,0.0,0.0
user_191,0,1.0,0.0,0.0
user_192,0,0.0,0.0,1.0
user_193,1,0.0,0.0,0.0
user_194,0,0.0,0.0,0.0
user_195,0,0.0,0.0,0.0
user_196,1,1.0,1.0,1.5
user_197,0,0.0,0.0,0.0
user_198,1,1.0,0.0,2.2
user_199,0,0.0,0.0,0.0
user_200,0,0.0,0.0,0.0
user_201,0,0.0,0.0,1.0
user_202,1,1.0,0.0,1.0
user_203,0,1.0,0.0,1.0
user_204,1,1.4,1.0,1.0
user_205,1,1.0,1.0,0.0
user_206,0,1.5,0.0,1.0
user_207,0,0.0,0.0,0.0
user_208,1,1.3,1.0,1.0
user_209,1,1.3,0.0,3.4
user_210,0,0.0,0.0,0.0
user_211,1,1.0,0.0,1.7
user_212,0,0.0,0.0,0.0
user_213,1,1.3,0.0,2.0
user_214,0,0.0,0.0,0.0
user_215,1,0.0,0.0,3.0
user_216,0,0.0,0.0,0.0
user_217,1,1.0,1.0,2.0
user_218,0,1.0,0.0,1.0
user_219,0,0.0,0.0,0.0
user_220,0,0.0,0.0,1.0
user_221,1,0.0,0.0,0.0
user_222,0,1.0,0.0,1.0
user_223,1,1.8,3.1,1.2
user_224,1,1.0,1.7,1.6
user_225,0,0.0,0.0,0.0
user_226,1,1.0,2.2,1.5
user_227,1,1.0,0.0,1.2
user_228,0,0.0,0.0,0.0
user_229,0,1.0,0.0,0.0
user_230,1,1.0,0.0,0.0
user_231,0,1.0,1.0,1.3
user_232,0,0.0,0.0,0.0
user_233,0,0.0,0.0,0.0
user_234,0,1.0,0.0,0.0
user_235,1,0.0,1.0,2.0
user_236,0,0.0,0.0,0.0
user_237,1,1.2,0.0,2.3
user_238,1,1.0,0.0,1.0
user_239,1,1.4,1.6,1.8
user_240,1,1.4,0.0,1.5
user_241,0,0.0,0.0,0.0
user_242,0,0.0,0.0,0.0
user_243,0,0.0,0.0,0.0
user_244,0,0.0,0.0,1.0
user_245,0,1.0,0.0,1.0
user_246,1,1.0,0.0,1.5
user_247,0,1.3,2.0,1.0
user_248,1,1.1,0.0,1.4
user_249,0,0.0,0.0,0.0
user_250,0,0.0,0.0,0.0
user_251,1,1.0,0.0,0.0
user_252,0,1.0,0.0,0.0
user_253,1,1.2,0.0,1.4
user_254,1,0.0,1.8,1.3
user_255,0,0.0,0.0,0.0
user_256,0,1.0,0.0,0.0
user_257,1,1.3,1.3,1.9
user_258,0,0.0,0.0,0.0
user_259,1,1.0,0.0,1.0
user_260,1,1.2,0.0,1.0
user_261,1,0.0,1.0,0.0
user_262,1,1.2,1.0,2.0
user_263,1,1.6,0.0,1.0
user_264,1,1.0,0.0,1.5
user_265,1,0.0,0.0,1.0
user_266,1,1.0,1.0,0.0
user_267,0,0.0,0.0,0.0
user_268,1,1.0,1.0,1.2
user_269,1,0.0,0.0,0.0
user_270,0,0.0,1.0,1.0
user_271,1,1.4,1.4,4.6
user_272,0,0.0,0.0,0.0
user_273,1,1.0,0.0,1.0
user_274,0,0.0,0.0,1.0
user_275,0,0.0,0.0,0.0
user_276,0,1.0,0.0,1.0
user_277,0,1.0,1.0,0.0
user_278,1,1.5,0.0,0.0
user_279,0,0.0,0.0,0.0
user_280,0,0.0,0.0,0.0
user_281,1,1.0,1.0,1.8
user_282,0,0.0,0.0,1.0
user_283,1,1.0,0.0,1.8
user_284,1,1.0,0.0,1.0
user_285,1,0.0,1.8,0.0
user_286,1,1.3,1.0,1.5
user_287,1,1.2,0.0,1.0
user_288,1,0.0,0.0,1.0
user_289,0,0.0,1.2,1.0
user_290,1,1.0,0.0,3.3
user_291,0,1.0,1.0,1.0
user_292,1,1.9,2.7,1.7
user_293,0,0.0,0.0,1.0
user_294,0,0.0,0.0,1.0
user_295,1,1.0,0.0,0.0
user_296,1,1.1,0.0,1.0
user_297,1,2.1,1.6,2.1
user_298,0,1.0,0.0,0.0
user_299,0,1.0,1.0,1.0
user_300,1,1.0,1.0,1.5
user_301,1,0.0,1.0,1.5
user_302,1,0.0,0.0,0.0
user_303,0,1.0,1.0,1.0
user_304,0,0.0,0.0,0.0
user_305,1,0.0,0.0,1.0
user_306,0,0.0,0.0,0.0
user_307,0,1.0,1.4,1.0
user_308,1,1.0,1.3,0.0
user_309,0,0.0,0.0,0.0
user_310,1,1.8,0.0,1.5
user_311,0,1.0,2.1,1.6
user_312,0,0.0,0.0,0.0
user_313,1,0.0,0.0,1.3
user_314,0,0.0,0.0,0.0
user_315,0,0.0,0.0,0.0
user_316,1,1.0,1.0,2.0
user_317,1,1.6,1.8,2.1
user_318,1,1.0,0.0,1.0
user_319,1,1.1,1.0,2.2
user_320,1,1.4,1.3,2.0
user_321,1,1.4,2.0,1.8
user_322,1,0.0,1.5,1.0
user_323,0,0.0,0.0,0.0
user_324,0,0.0,0.0,0.0
user_325,0,0.0,0.0,0.0
user_326,0,1.0,0.0,1.5
user_327,1,1.0,0.0,1.0
user_328,0,0.0,1.0,0.0
user_329,1,1.2,0.0,1.1
user_330,1,0.0,0.0,1.0
user_331,1,1.0,1.0,1.0
user_332,1,0.0,0.0,0.0
user_333,0,0.0,0.0,0.0
user_334,0,0.0,0.0,0.0
user_335,1,1.0,1.5,1.2
user_336,1,0.0,0.0,0.0
user_337,1,1.0,0.0,1.8
user_338,0,0.0,0.0,0.0
user_339,0,0.0,0.0,1.0
user_340,1,1.0,1.2,1.2
user_341,1,2.0,0.0,1.0
user_342,1,1.5,3.0,1.2
user_343,1,0.0,0.0,0.0
user_344,1,0.0,0.0,1.0
user_345,1,1.3,1.0,1.2
user_346,0,1.0,0.0,1.0
user_347,0,0.0,0.0,0.0
user_348,1,1.3,0.0,1.5
user_349,1,1.0,0.0,0.0
user_350,1,0.0,0.0,1.0
user_351,1,0.0,1.0,1.0
user_352,1,1.2,0.0,1.4
user_353,1,1.0,1.0,1.0
user_354,0,0.0,0.0,0.0
user_355,0,0.0,0.0,0.0
user_356,0,0.0,0.0,0.0
user_357,1,0.0,0.0,0.0
user_358,0,1.0,1.0,1.0
user_359,1,1.0,1.0,1.7
user_360,0,0.0,0.0,0.0
user_361,0,0.0,1.0,2.0
user_362,1,1.0,0.0,1.0
user_363,1,1.0,2.4,1.1
user_364,1,1.1,0.0,2.3
user_365,1,1.0,1.0,1.0
user_366,0,1.2,1.0,1.0
user_367,1,0.0,1.0,5.0
user_368,0,0.0,0.0,0.0
user_369,1,1.2,0.0,1.0
user_370,1,1.0,0.0,1.0
user_371,0,0.0,1.0,0.0
user_372,1,1.0,0.0,1.1
user_373,1,1.1,0.0,1.7
user_374,1,1.0,1.6,2.4
user_375,0,1.0,1.0,1.0
user_376,1,1.5,0.0,1.2
user_377,0,0.0,1.0,1.3
user_378,0,0.0,0.0,1.0
user_379,0,0.0,0.0,0.0
user_380,0,0.0,0.0,0.0
user_381,1,1.0,2.0,0.0
user_382,1,1.0,1.0,1.0
user_383,1,1.0,0.0,0.0
user_384,0,0.0,0.0,1.0
user_385,0,1.0,1.0,1.0
user_386,0,0.0,2.0,1.0
user_387,1,1.1,1.0,1.7
user_388,0,1.0,0.0,1.0
user_389,1,1.3,0.0,1.1
user_390,0,1.0,1.0,1.7
user_391,0,1.2,1.0,1.2
user_392,1,1.0,1.0,1.0
user_393,1,1.0,1.0,1.0
user_394,1,1.0,0.0,1.0
user_395,1,1.0,0.0,1.0
user_396,0,0.0,0.0,0.0
user_397,1,1.0,0.0,1.9
user_398,0,0.0,0.0,0.0
user_399,1,1.0,1.2,1.0
user_400,1,1.0,0.0,1.7
user_401,0,0.0,0.0,0.0
user_402,0,0.0,0.0,0.0
user_403,1,1.6,1.0,1.0
user_404,1,1.0,0.0,1.5
user_405,1,1.2,1.0,1.5
user_406,1,1.2,1.0,1.0
user_407,1,1.3,0.0,0.0
user_408,1,1.4,0.0,0.0
user_409,1,1.0,0.0,0.0
user_410,0,0.0,0.0,0.0
user_411,1,1.6,0.0,2.8
user_412,0,0.0,0.0,0.0
user_413,1,1.0,0.0,1.0
user_414,1,0.0,0.0,3.2
user_415,1,1.0,1.0,3.5
user_416,0,0.0,4.0,1.0
user_417,0,0.0,0.0,0.0
user_418,1,0.0,0.0,0.0
user_419,1,1.2,1.0,1.3
user_420,0,0.0,0.0,0.0
user_421,0,0.0,0.0,0.0
user_422,0,2.0,1.0,1.5
user_423,0,0.0,0.0,0.0
user_424,0,0.0,0.0,0.0
user_425,0,0.0,0.0,1.0
user_426,0,0.0,0.0,0.0
user_427,0,0.0,0.0,1.0
user_428,1,0.0,1.0,1.5
user_429,1,1.2,1.5,1.4
user_430,1,1.3,0.0,1.0
user_431,1,1.0,2.5,1.4
user_432,1,1.0,1.0,1.5
user_433,1,1.8,4.5,1.4
user_434,0,0.0,0.0,0.0
user_435,0,0.0,0.0,0.0
user_436,1,1.0,1.1,1.6
user_437,0,1.0,1.5,1.0
user_438,1,1.5,1.1,1.4
user_439,0,0.0,0.0,0.0
user_440,0,1.0,0.0,1.0
user_441,0,0.0,0.0,0.0
user_442,1,1.3,2.0,2.3
user_443,1,3.0,1.0,1.3
user_444,0,0.0,1.0,1.0
user_445,1,0.0,0.0,0.0
user_446,0,0.0,1.0,0.0
user_447,1,1.4,0.0,1.0
user_448,1,1.0,0.0,1.0
user_449,1,1.0,0.0,1.7
user_450,1,1.0,0.0,1.0
user_451,1,1.0,1.2,1.0
user_452,0,0.0,0.0,0.0
user_453,1,1.0,0.0,2.8
user_454,1,1.3,0.0,1.0
user_455,0,0.0,1.0,0.0
user_456,0,0.0,0.0,0.0
user_457,0,0.0,0.0,0.0
user_458,1,0.0,0.0,1.0
user_459,1,1.0,0.0,1.0
user_460,0,0.0,0.0,3.0
user_461,0,0.0,0.0,0.0
user_462,1,2.2,2.2,1.6
user_463,0,1.0,0.0,1.5
user_464,0,1.0,1.0,1.0
user_465,0,0.0,0.0,0.0
user_466,1,1.2,0.0,1.0
user_467,1,1.0,0.0,1.6
user_468,0,0.0,0.0,1.0
user_469,0,0.0,0.0,0.0
user_470,1,1.5,2.5,0.0
user_471,1,0.0,0.0,1.0
user_472,1,1.6,1.0,2.3
user_473,1,1.4,1.5,1.0
user_474,1,4.0,1.0,1.8
user_475,1,1.4,1.4,1.3
user_476,0,1.0,2.3,1.3
user_477,1,1.4,0.0,1.0
user_478,1,1.2,1.0,1.0
user_479,0,0.0,0.0,0.0
user_480,1,1.3,0.0,1.5
user_481,1,1.0,1.2,1.7
user_482,0,0.0,0.0,1.0
user_483,1,1.0,1.0,1.0
user_484,0,0.0,0.0,0.0
user_485,0,1.0,0.0,0.0
user_486,0,0.0,0.0,0.0
user_487,1,0.0,1.0,1.0
user_488,0,0.0,0.0,0.0
user_489,1,2.0,2.0,3.0
user_490,1,1.6,0.0,0.0
user_491,1,0.0,0.0,0.0
user_492,1,1.5,3.1,3.2
user_493,0,0.0,0.0,0.0
user_494,1,1.7,1.0,1.0
user_495,1,1.5,1.0,1.0
user_496,1,1.3,0.0,1.2
user_497,1,1.0,1.0,1.5
user_498,1,1.2,0.0,1.4
user_499,1,1.3,1.0,0.0
user_500,0,0.0,1.0,0.0
user_501,0,0.0,0.0,0.0
user_502,0,0.0,1.3,2.7
user_503,0,0.0,0.0,0.0
user_504,1,3.0,0.0,0.0
user_505,1,0.0,1.0,1.0
user_506,0,0.0,0.0,0.0
user_507,1,1.5,0.0,1.4
user_508,0,1.2,0.0,1.2
user_509,0,0.0,0.0,0.0
user_510,0,0.0,0.0,0.0
user_511,1,0.0,1.0,0.0
user_512,0,0.0,0.0,0.0
user_513,1,1.0,0.0,1.0
user_514,1,1.0,0.0,1.3
user_515,0,0.0,0.0,0.0
user_516,0,0.0,0.0,0.0
user_517,0,0.0,0.0,1.0
user_518,1,0.0,0.0,0.0
user_519,1,1.9,1.2,1.0
user_520,0,0.0,0.0,0.0
user_521,0,0.0,0.0,0.0
user_522,0,0.0,0.0,0.0
user_523,1,1.5,1.5,1.8
user_524,0,1.0,0.0,1.0
user_525,1,1.0,1.8,1.3
user_526,0,0.0,0.0,0.0
user_527,0,0.0,0.0,0.0
user_528,0,0.0,0.0,0.0
user_529,1,1.6,1.8,1.2
user_530,0,0.0,0.0,0.0
user_531,1,1.7,1.3,1.4
user_532,1,1.5,1.2,2.6
user_533,1,1.1,0.0,1.8
user_534,1,1.1,1.0,1.0
user_535,1,0.0,0.0,1.0
user_536,1,1.0,0.0,1.0
user_537,0,0.0,0.0,0.0
user_538,1,1.0,0.0,1.9
user_539,0,0.0,0.0,1.0
user_540,0,0.0,1.0,1.0
user_541,0,1.0,1.0,1.0
user_542,0,0.0,0.0,0.0
user_543,0,1.0,0.0,1.0
user_544,1,1.7,1.0,1.8
user_545,0,0.0,0.0,0.0
user_546,1,1.0,1.0,1.0
user_547,1,1.0,0.0,1.0
user_548,1,1.0,0.0,0.0
user_549,1,1.0,1.5,1.3
user_550,1,0.0,1.0,1.5
user_551,1,0.0,0.0,0.0
user_552,1,0.0,0.0,0.0
user_553,0,0.0,3.8,2.0
user_554,0,0.0,0.0,0.0
user_555,1,1.1,0.0,1.7
user_556,0,0.0,0.0,1.0
user_557,0,0.0,0.0,0.0
user_558,1,0.0,1.3,1.0
user_559,1,1.0,0.0,1.0
user_560,0,0.0,0.0,1.0
user_561,0,1.0,1.0,1.0
user_562,0,0.0,0.0,0.0
user_563,1,1.0,2.4,1.0
user_564,1,1.2,1.2,1.6
user_565,1,1.0,1.0,2.0
user_566,1,0.0,0.0,1.0
user_567,1,1.0,0.0,0.0
user_568,0,1.3,1.0,1.7
user_569,0,0.0,0.0,0.0
user_570,0,0.0,0.0,0.0
user_571,0,1.0,0.0,1.0
user_572,1,1.0,0.0,0.0
user_573,0,0.0,0.0,0.0
user_574,1,1.0,1.1,1.2
user_575,1,1.0,0.0,1.0
user_576,0,1.0,0.0,0.0
user_577,0,1.0,0.0,1.0
user_578,1,1.0,0.0,0.0
user_579,1,1.0,0.0,1.6
user_580,1,1.0,0.0,1.0
user_581,1,1.0,2.1,1.5
user_582,0,0.0,0.0,1.0
user_583,0,1.0,0.0,1.0
user_584,0,0.0,0.0,0.0
user_585,1,2.0,2.0,1.0
user_586,1,1.0,0.0,2.1
user_587,1,1.3,0.0,0.0
user_588,1,0.0,0.0,1.0
user_589,0,0.0,0.0,0.0
user_590,1,0.0,0.0,0.0
user_591,1,1.0,0.0,1.0
user_592,1,1.0,1.0,1.0
user_593,1,1.8,0.0,2.0
user_594,0,0.0,0.0,0.0
user_595,0,0.0,0.0,0.0
user_596,1,1.0,0.0,1.0
user_597,1,0.0,1.0,0.0
user_598,1,0.0,0.0,1.3
user_599,0,1.0,1.0,1.0
user_600,1,0.0,0.0,0.0
user_601,1,1.7,2.2,2.0
user_602,1,1.3,1.0,2.3
user_603,1,1.0,0.0,1.0
user_604,0,0.0,0.0,1.2
user_605,0,0.0,0.0,0.0
user_606,1,1.0,0.0,1.0
user_607,0,0.0,0.0,0.0
user_608,1,1.0,0.0,1.7
user_609,0,0.0,1.5,1.0
user_610,0,0.0,0.0,0.0
user_611,1,0.0,0.0,0.0
user_612,1,2.2,0.0,1.0
user_613,1,1.0,1.2,1.3
user_614,0,0.0,0.0,0.0
user_615,0,0.0,0.0,0.0
user_616,0,0.0,0.0,0.0
user_617,0,2.0,0.0,1.0
user_618,1,0.0,0.0,1.0
user_619,0,0.0,0.0,1.0
user_620,0,0.0,0.0,0.0
user_621,0,1.5,0.0,1.0
user_622,0,1.0,1.0,1.0
user_623,0,1.0,0.0,0.0
user_624,0,0.0,0.0,1.0
user_625,0,0.0,0.0,0.0
user_626,1,1.1,0.0,1.5
user_627,1,1.0,1.0,1.0
user_628,0,1.0,1.0,1.4
user_629,0,1.0,0.0,4.5
user_630,0,0.0,0.0,0.0
user_631,1,0.0,1.0,1.2
user_632,0,0.0,0.0,0.0
user_633,0,1.2,1.0,1.1
user_634,1,1.5,1.0,1.8
user_635,1,1.0,0.0,1.0
user_636,1,1.0,2.0,1.9
user_637,1,1.0,0.0,0.0
user_638,1,0.0,0.0,1.4
user_639,1,1.0,1.5,1.0
user_640,1,1.0,0.0,1.0
user_641,0,0.0,0.0,0.0
user_642,0,1.0,0.0,0.0
user_643,1,0.0,0.0,1.0
user_644,0,0.0,0.0,0.0
user_645,0,1.0,0.0,0.0
user_646,1,1.0,0.0,1.0
user_647,1,1.2,1.2,1.0
user_648,0,0.0,0.0,0.0
user_649,0,0.0,0.0,0.0
user_650,1,1.0,0.0,0.0
user_651,1,0.0,4.0,2.0
user_652,0,0.0,0.0,0.0
user_653,1,1.0,1.0,1.0
user_654,0,0.0,0.0,0.0
user_655,1,1.4,2.2,2.1
user_656,1,1.0,1.7,1.6
user_657,0,0.0,0.0,0.0
user_658,1,1.7,3.7,1.2
user_659,1,1.5,1.5,3.0
user_660,1,1.0,2.8,1.3
user_661,1,1.0,0.0,1.5
user_662,1,1.3,1.7,3.3
user_663,1,1.5,1.2,0.0
user_664,1,1.0,0.0,1.0
user_665,1,1.3,1.0,1.0
user_666,0,0.0,0.0,0.0
user_667,1,0.0,0.0,0.0
user_668,0,0.0,0.0,0.0
user_669,1,1.0,1.0,1.0
user_670,1,1.0,1.0,1.0
user_671,1,1.0,1.0,1.5
user_672,0,1.1,1.0,1.6
user_673,0,0.0,0.0,1.0
user_674,0,1.0,1.0,2.0
user_675,0,0.0,0.0,0.0
user_676,1,1.2,0.0,2.8
user_677,1,1.0,0.0,1.5
user_678,0,2.0,1.0,1.0
user_679,1,2.6,4.8,6.6
user_680,0,0.0,0.0,0.0
user_681,0,0.0,0.0,0.0
user_682,0,0.0,0.0,0.0
user_683,0,0.0,0.0,1.0
user_684,1,1.0,0.0,1.4
user_685,0,1.0,0.0,0.0
user_686,0,0.0,0.0,0.0
user_687,0,0.0,0.0,0.0
user_688,1,1.0,0.0,1.7
user_689,1,1.0,3.3,1.3
user_690,0,0.0,0.0,0.0
user_691,1,2.0,0.0,1.0
user_692,1,1.2,0.0,1.6
user_693,0,0.0,0.0,0.0
user_694,1,1.6,1.0,1.0
user_695,1,1.0,0.0,1.0
user_696,1,0.0,0.0,0.0
user_697,0,0.0,0.0,0.0
user_698,1,0.0,0.0,0.0
user_699,1,1.8,0.0,2.0
user_700,0,1.0,1.0,1.0
user_701,1,1.0,0.0,0.0
user_702,1,1.0,1.0,1.1
user_703,0,0.0,0.0,0.0
user_704,0,1.0,0.0,1.0
user_705,1,0.0,0.0,1.0
user_706,0,1.0,2.8,2.0
user_707,0,1.0,0.0,1.7
user_708,1,1.0,0.0,0.0
user_709,0,0.0,0.0,1.0
user_710,1,1.4,2.0,2.0
user_711,1,1.0,1.0,1.6
user_712,0,0.0,1.0,1.0
user_713,1,0.0,0.0,0.0
user_714,0,0.0,0.0,1.0
user_715,0,0.0,0.0,0.0
user_716,1,1.0,0.0,2.0
user_717,0,0.0,0.0,0.0
user_718,1,0.0,0.0,1.8
user_719,1,1.6,1.0,1.0
user_720,0,0.0,0.0,1.0
user_721,1,3.1,2.1,4.8
user_722,1,1.0,1.0,1.5
user_723,1,0.0,1.4,1.7
user_724,0,0.0,0.0,1.0
user_725,1,0.0,2.2,1.0
user_726,1,1.0,1.0,1.0
user_727,1,1.2,0.0,1.5
user_728,1,1.2,0.0,1.2
user_729,1,0.0,0.0,2.1
user_730,1,1.2,0.0,1.5
user_731,1,1.2,0.0,2.1
user_732,1,1.0,0.0,1.2
user_733,1,1.2,0.0,1.0
user_734,1,1.0,0.0,0.0
user_735,0,0.0,0.0,0.0
user_736,1,1.4,2.0,3.4
user_737,1,0.0,2.0,1.0
user_738,0,0.0,0.0,0.0
user_739,0,0.0,0.0,0.0
user_740,0,0.0,0.0,0.0
user_741,1,1.0,1.0,1.0
user_742,1,1.8,0.0,2.4
user_743,1,1.6,1.0,1.7
user_744,0,0.0,0.0,0.0
user_745,1,3.0,4.3,2.7
user_746,0,1.5,0.0,1.0
user_747,1,1.0,1.0,1.7
user_748,1,0.0,0.0,3.0
user_749,1,1.0,0.0,1.0
user_750,1,1.3,1.0,1.0
user_751,0,0.0,1.0,0.0
user_752,1,1.5,0.0,2.0
user_753,1,1.4,1.2,1.6
user_754,1,0.0,0.0,0.0
user_755,1,1.5,1.0,1.2
user_756,1,1.0,4.0,4.8
user_757,1,1.0,5.1,1.7
user_758,1,1.0,0.0,1.0
user_759,1,0.0,0.0,1.0
user_760,0,0.0,1.0,0.0
user_761,0,0.0,0.0,1.0
user_762,1,0.0,0.0,0.0
user_763,0,0.0,0.0,0.0
user_764,1,1.1,1.5,2.1
user_765,1,0.0,0.0,0.0
user_766,1,1.0,0.0,0.0
user_767,0,1.0,1.0,0.0
user_768,1,1.0,0.0,1.0
user_769,1,1.0,0.0,2.3
user_770,0,0.0,0.0,1.0
user_771,0,0.0,0.0,0.0
user_772,0,0.0,0.0,0.0
